sentence1,sentence2,label,idx
"By Wednesday , the Red Planet will come as near to Earth as it has been in 60,000 years .","On Wednesday , at 7.51pm , Mars will be the closest to Earth it has been for 59,619 years .",1,2825
The stock has risen 44 cents in recent days .,The stock had risen 44 cents in the past four trading sessions .,1,2902
The proposal also may help Bloomfield Hills-based Taubman Centers Inc. fend off a takeover from Indianapoils-based shopping mall operator Simon Property Group Inc .,"The legislation , approved 12-3 by the House Commerce Committee , may allow Bloomfield Hills-based Taubman Centers Inc. to fend off a takeover attempt by Indianapolis-based Simon Property Group Inc .",1,2108
"Sovereign 's shares lost 74 cents , or 4.5 % , to $ 15.68 .","Sovereign shares closed on the New York Stock Exchange at $ 15.68 , down 74 cents , or 4.5 percent .",1,2045
Schneiderman said this fare price would reflect the agency 's legitimate financial condition as well as riders ' concerns about having to pay 33 percent more to ride in a recession .,Schneiderman said the price would reflect the agency 's legitimate financial status as well as riders ' concerns about having to pay 33 percent more at the turnstile in a recession .,1,2105
"The capsule landed on its side and drifted about 12 metres , probably dragged by the main parachute .",The capsule ended up on its side and appeared to have been dragged about 40ft by the main parachute after landing .,1,1791
""" Please , keep doing your homework , "" said Bavelier , the mother of three .",""" Please , keep doing your homework , "" said Bavelier , the mother of 6-year-old twins and a 2-year old .",1,4064
It recommended that consideration be given to making the job of CIA director a career post instead of a political appointment .,"It suggests that Congress consider making the CIA director a professional position , rather than a political appointment .",1,3752
The broad Standard & Poor 's 500 index slipped 12.27 points or 1.23 percent to 981.73 .,"The S. & P. 500 slipped 12.27 points , or 1.2 percent , to 981.73 .",1,1270
The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president ’ s appearance .,"The plant plans to shut down its first shift and parts of the second shift Monday to accommodate the president 's appearance , Crosby said .",1,56
"He was listed last night in critical but stable condition at Kings County Hospital Center , police said .","That victim , a New Jersey resident , was in critical but stable condition at the hospital .",1,3056
""" Of course , I want to win again , but I think it 's worse when you have never won because you get anxious .",""" Of course I want to win again , but I think is worse when you never won before because you are very anxious , "" he says .",1,2607
The compilers are available in two flavors : the Intel C + + Compiler for Microsoft eMbedded Visual C + + retails for USD $ 399 and is intended for application development use .,"The compilers are available in two forms : The Intel C + + Compiler for Microsoft eMbedded Visual C + + is available from Intel for $ 399 , and is intended for applications development .",1,2856
His opinion contradicts one issued in 1992 by then-Attorney General Bob Stephan .,Kline 's legal opinion differs from the interpretation issued by former Attorney General Bob Stephan in 1992 .,1,3455
"This deterioration of security compounds when nearly all computers rely on a single operating system subject to the same vulnerabilities the world over , "" Geer added .",""" The deterioration of security compounds when nearly all computers rely on a single operating system subject to the same vulnerabilities the world over . """,1,2319
It was expected to raise the $ 90 million McGreevey expected .,The tax is expected to raise $ 90 million .,1,1370
"Law enforcement sources who spoke on condition of anonymity confirmed to The Associated Press that Limbaugh was being investigated by the Palm Beach County , Fla . , state attorney 's office .","Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County , Fla . , state attorney 's office .",1,2606
The fight about online music sales was disclosed in documents filed last week with the judge and made available by the court Monday .,The fight over online music sales was disclosed in documents made available Monday by the court .,1,1261
"Many conservatives have staunchly opposed condom programs , saying they send the wrong message and encourage and enable teens to have sex before marriage .","Some conservative groups have staunchly opposed such programs , saying they send the wrong message and in effect encourage and enable teens to have sex before marriage .",1,2471
Several of the questions asked by the audience in the fast-paced forum were new to the candidates .,Several of the audience questions were new to the candidates as well .,1,58
"Sarah Weddington , the abortion advocate and attorney who originally represented McCorvey , could not be reached for comment .","Sarah Weddington , the abortion advocate and lawyer who originally represented McCorvey , did not immediately return a call seeking comment .",1,1876
""" The impact of increased prices has only begun to be seen in the financial numbers of the company , "" Noranda president and chief executive officer Derek Pannell said .",""" The impact of increased prices has only begun to be seen in the financial numbers of the company , "" president and CEO Derek Pannell said in a statement .",1,958
